,datetime,sender,message,sentiment_score
15330,2021-10-04 10:16:00,Amu Delhi,Whose chaddi u wearing?,0
15331,2021-10-04 10:16:00,Amu Delhi,😂😂,0
15332,2021-10-04 20:24:00,Amu Delhi,Gone for run,0
15333,2021-10-05 14:00:00,Amu Delhi,<Media omitted>,0
15334,2021-10-05 19:33:00,Amu Delhi,Gone for run,0
15336,2021-10-06 21:31:00,Abhishek,Sit behind*,0
15337,2021-10-06 21:59:00,Amu Delhi,Give me few more minutes,0
15338,2021-10-06 21:59:00,Amu Delhi,Intel ke saath ladai ho rahi hai,0
15339,2021-10-06 21:59:00,Amu Delhi,I am primary presenter,0
15340,2021-10-06 21:59:00,Amu Delhi,Trying to wrap up,0
15341,2021-10-07 11:10:00,Abhishek,Amu,0
15342,2021-10-07 11:11:00,Abhishek,Google wale ka call tumhara number pe aa sakta hai,0
15343,2021-10-07 11:18:00,Abhishek,Nahi hua Google ka,0
15344,2021-10-07 22:09:00,Amu Delhi,Saturday 9 am ki flight hai,0
15345,2021-10-08 20:55:00,Amu Delhi,<Media omitted>,0
15346,2021-10-09 08:09:00,Amu Delhi,<Media omitted>,0
15347,2021-10-09 19:40:00,Abhishek,<Media omitted>,0
15348,2021-10-09 19:41:00,Amu Delhi,🤣🤣,0
15349,2021-10-10 20:40:00,Amu Delhi,<Media omitted>,0
15350,2021-10-11 00:08:00,Abhishek,<Media omitted>,0
15351,2021-10-11 10:18:00,Amu Delhi,Send all pics from yesterday,0
15352,2021-10-11 21:57:00,Abhishek,<Media omitted>,0
15353,2021-10-11 21:57:00,Abhishek,<Media omitted>,0
15354,2021-10-11 21:57:00,Abhishek,<Media omitted>,0
15355,2021-10-11 21:57:00,Abhishek,<Media omitted>,0
15356,2021-10-11 21:57:00,Abhishek,<Media omitted>,0
15357,2021-10-11 21:57:00,Abhishek,<Media omitted>,0
15358,2021-10-11 21:57:00,Abhishek,<Media omitted>,0
15359,2021-10-11 21:58:00,Amu Delhi,This one's the best,0
15360,2021-10-12 15:42:00,Abhishek,Pay kar do car parking ka. Baat ho gayi,0
15361,2021-10-13 19:13:00,Abhishek,Koi aaya hai,0
15362,2021-10-13 19:14:00,Amu Delhi,Haan,0
15363,2021-10-13 19:14:00,Amu Delhi,Browny ordered,0
15364,2021-10-13 19:14:00,Amu Delhi,Allow kardo,0
15365,2021-10-13 19:14:00,Amu Delhi,Mere paas notif nai aaya,0
15366,2021-10-14 17:36:00,Abhishek,Order lelo,0
15367,2021-10-14 20:43:00,Amu Delhi,We r in paras Trinity,0
15368,2021-10-14 23:27:00,Amu Delhi,Daant me pain hoga toh bula lena,0
15369,2021-10-16 12:04:00,Abhishek,Sports Next Door,0
15370,2021-10-16 14:30:00,Abhishek,<Media omitted>,0
15371,2021-10-17 23:05:00,Abhishek,Aata hun in an hour,0
15372,2021-10-17 23:05:00,Abhishek,So jao ams,0
15374,2021-10-17 23:10:00,Amu Delhi,Aur khana?,0
15375,2021-10-17 23:11:00,Amu Delhi,Fridge me rakh du kya?,0
15376,2021-10-17 23:11:00,Abhishek,Haan,0
15378,2021-10-18 15:37:00,Amu Delhi,<Media omitted>,0
15379,2021-10-18 17:33:00,Abhishek,<Media omitted>,0
15380,2021-10-21 15:33:00,Amu Delhi,<Media omitted>,0
15381,2021-10-22 17:25:00,Abhishek,Chay ya coffee de do ams,0
15382,2021-10-22 17:26:00,Amu Delhi,Haan.. banati hu,0
15383,2021-10-22 17:26:00,Amu Delhi,Nimbu chai,0
15384,2021-10-22 17:26:00,Amu Delhi,?,0
15385,2021-10-23 13:08:00,Amu Delhi,<Media omitted>,0
15386,2021-10-23 13:08:00,Amu Delhi,Bike insurance issued 👆🏻,0
15387,2021-10-23 13:08:00,Amu Delhi,Call VRL transport for courier,0
15388,2021-10-23 13:13:00,Amu Delhi,"Actually.. Agarwal se bhejte hai, jisse car mangwayi thi",0
15389,2021-10-23 13:13:00,Amu Delhi,Tum karoge ya main karu?,0
15390,2021-10-23 13:13:00,Amu Delhi,93003 00300,0
15391,2021-10-29 18:27:00,Amu Delhi,8k bol rahe hai bike ke,0
15392,2021-10-29 18:27:00,Abhishek,Bula lo,0
15394,2021-10-29 18:27:00,Abhishek,Kal not parso,0
15395,2021-10-29 18:28:00,Amu Delhi,Yes,0
15396,2021-10-29 18:28:00,Abhishek,Kal nahi aaega to mana kar do,0
15397,2021-10-29 18:33:00,Amu Delhi,9312064321,0
15398,2021-10-30 09:48:00,Abhishek,Shifting.assistant,0
15400,2021-10-30 20:01:00,Abhishek,Lite,0
15401,2021-10-30 20:15:00,Amu Delhi,Hmm.. bas ek hi aur ladki aayi hai,0
15402,2021-10-30 22:00:00,Abhishek,Ab aa jao,0
15403,2021-10-30 22:01:00,Amu Delhi,Haan.. bas nikal hi rahi hu,0
15404,2021-10-31 09:52:00,Abhishek,<Media omitted>,0
15405,2021-10-31 10:23:00,Amu Delhi,+919973002610,0
15406,2021-10-31 10:31:00,Abhishek,Payment link?,0
15407,2021-10-31 10:32:00,Amu Delhi,Emailed,0
15408,2021-11-01 13:31:00,Amu Delhi,<Media omitted>,0
15409,2021-11-01 13:31:00,Amu Delhi,Mithai le aao,0
15410,2021-11-01 13:31:00,Amu Delhi,Kahan ghoom rahe ho?,0
15411,2021-11-02 13:19:00,Abhishek,Mummy ka gpay pin - 4369,0
15412,2021-11-02 13:22:00,Amu Delhi,Ye toh mera gpay pin hai 😂😂,0
15413,2021-11-02 13:22:00,Amu Delhi,Tumne rakha hai?,0
15414,2021-11-03 17:09:00,Abhishek,Lotus ka flower - kamal ka phool,0
15416,2021-11-03 17:09:00,Amu Delhi,Kiske liye,0
15417,2021-11-03 17:09:00,Amu Delhi,Tumhare liye kuch nai la rahi main,0
15418,2021-11-03 17:09:00,Abhishek,Pooja ke liye,0
15419,2021-11-03 17:10:00,Amu Delhi,😝,0
15421,2021-11-03 17:10:00,Amu Delhi,Petrol daala 1000 ka,0
15422,2021-11-03 17:10:00,Amu Delhi,💔,0
15423,2021-11-03 17:10:00,Amu Delhi,Mithai laani hai kya poochna,0
15424,2021-11-03 17:11:00,Amu Delhi,"Peela kapda, singar ka samaan, mithai, lotus phool",0
15425,2021-11-03 17:11:00,Amu Delhi,Hdfc atm,0
15427,2021-11-03 17:14:00,Amu Delhi,Band ho jayega by the time I come back,0
15428,2021-11-03 17:14:00,Amu Delhi,Nai?,0
15429,2021-11-03 18:01:00,Abhishek,Nai,0
15431,2021-11-04 17:12:00,Amu Delhi,Bring fruits,0
15433,2021-11-05 17:46:00,Abhishek,I am leaving for home,0
15435,2021-11-05 18:23:00,Abhishek,Ho gayi Pooja?,0
15436,2021-11-05 18:24:00,Amu Delhi,Haan,0
15437,2021-11-05 18:24:00,Amu Delhi,Abhi nikle hai,0
15438,2021-11-05 18:53:00,Amu Delhi,Reached home,0
15440,2021-11-07 19:55:00,Abhishek,Kisliye?,0
15441,2021-11-07 19:55:00,Amu Delhi,Bas yun hi 😝😝,0
15442,2021-11-07 19:55:00,Amu Delhi,🥰🥰,0
15443,2021-11-08 22:46:00,Amu Delhi,Bubbu thandu lag raha hai,0
15444,2021-11-08 22:46:00,Amu Delhi,Godu karunge,0
15445,2021-11-09 17:56:00,Abhishek,<Media omitted>,0
15446,2021-11-09 17:56:00,Abhishek,<Media omitted>,0
15447,2021-11-09 17:56:00,Abhishek,<Media omitted>,0
15448,2021-11-09 17:56:00,Abhishek,<Media omitted>,0
15449,2021-11-09 17:56:00,Abhishek,<Media omitted>,0
15450,2021-11-09 21:35:00,Abhishek,Pillow le aana. Khatiya pe h,0
15451,2021-11-09 21:37:00,Abhishek,<Media omitted>,0
15452,2021-11-09 21:37:00,Abhishek,<Media omitted>,0
15454,2021-11-10 09:06:00,Amu Delhi,<Media omitted>,0
15455,2021-11-13 10:21:00,Amu Delhi,This message was deleted,0
15456,2021-11-13 10:23:00,Amu Delhi,Sunday 19:50 indigo 6168 (free date change till 3 days before departure),0
15457,2021-11-13 10:25:00,Amu Delhi,Saturday 19:50 indigo 5696 (free date change 3 days before departure),0
15458,2021-11-13 10:26:00,Amu Delhi,Batao.. kaunsi karni hai,0
15459,2021-11-13 16:39:00,Amu Delhi,Emeset 8,0
15460,2021-11-13 16:39:00,Amu Delhi,Pantop*,0
15462,2021-11-13 17:18:00,Abhishek,Curd hai kya ghar pe?,0
15463,2021-11-13 17:46:00,Amu Delhi,Nai,0
15464,2021-11-13 17:48:00,Amu Delhi,M going to the loo,0
15465,2021-11-14 10:17:00,Amu Delhi,https://www.usnews.com/news/best-states/rhode-island/articles/2021-11-11/man-earns-phd-fulfills-dream-of-being-physicist-at-89?context=amp,0
15467,2021-11-14 17:22:00,Amu Delhi,Aaj aur ek 11500 ka award mila hai 🥳🥳,0
15468,2021-11-19 13:17:00,Amu Delhi,<Media omitted>,0
15469,2021-11-19 13:18:00,Amu Delhi,<Media omitted>,0
15470,2021-11-19 13:20:00,Amu Delhi,<Media omitted>,0
15471,2021-11-19 13:20:00,Amu Delhi,<Media omitted>,0
15472,2021-11-19 13:21:00,Amu Delhi,Pink wala best hai,0
15473,2021-11-19 13:21:00,Abhishek,1st ya last wala,0
15475,2021-11-19 13:21:00,Abhishek,Mai cash counter pe hu,0
15476,2021-11-19 13:21:00,Amu Delhi,Last wala,0
15479,2021-11-19 13:25:00,Abhishek,Aa jao,0
15480,2021-11-19 13:27:00,Amu Delhi,2 mins,0
15481,2021-11-19 13:27:00,Amu Delhi,Uska salwar leke aa rahi u,0
15482,2021-11-19 22:34:00,Abhishek,https://youtube.com/shorts/PwUo5TTjO00?feature=share,0
15483,2021-11-20 22:37:00,Abhishek,9810736503,0
15484,2021-11-22 20:28:00,Amu Delhi,Probable shillong trip-,0
15485,2021-11-22 20:30:00,Amu Delhi,3rd ko kolkata se shillong,0
15486,2021-11-22 20:31:00,Amu Delhi,"3,4,6th ko ghoomna.. ",0
15487,2021-11-22 20:31:00,Amu Delhi,MeghalayaTourCabs - Tourist Car Rental,0
15488,2021-11-22 20:31:00,Amu Delhi,Stay in shillong only..,0
15489,2021-11-22 20:32:00,Amu Delhi,"Places to visit - cherapuji,. Dawki, mawlynnong",0
15490,2021-11-22 20:33:00,Amu Delhi,Baaki wo cab company wale aage jo recommend karenge,0
15492,2021-11-23 15:48:00,Amu Delhi,<Media omitted>,0
15493,2021-11-23 15:48:00,Amu Delhi,Sun kissed,0
15494,2021-11-23 15:49:00,Amu Delhi,<Media omitted>,0
15495,2021-11-23 15:49:00,Amu Delhi,<Media omitted>,0
15496,2021-11-23 15:50:00,Amu Delhi,<Media omitted>,0
15497,2021-11-23 15:50:00,Amu Delhi,<Media omitted>,0
15498,2021-11-23 15:53:00,Amu Delhi,<Media omitted>,0
15499,2021-11-23 15:53:00,Amu Delhi,<Media omitted>,0
15500,2021-11-23 19:57:00,Amu Delhi,9670356810,0
15501,2021-11-23 20:04:00,Amu Delhi,Maine pay kar diya hai.. tum mat karna,0
15503,2021-11-23 22:08:00,Amu Delhi,<Media omitted>,0
15504,2021-11-23 22:08:00,Amu Delhi,<Media omitted>,0
15505,2021-11-23 22:09:00,Amu Delhi,<Media omitted>,0
15506,2021-11-23 22:09:00,Amu Delhi,<Media omitted>,0
15507,2021-11-24 06:45:00,Amu Delhi,<Media omitted>,0
15508,2021-11-25 14:37:00,Abhishek,Cleaner aa raha hai,0
15510,2021-11-25 21:11:00,Amu Delhi,Asmi on airport leaving in next couple of hours 😅,0
15511,2021-11-25 21:27:00,Abhishek,Coolio,0
15512,2021-11-25 21:35:00,Amu Delhi,Arriving tomo afternoon,0
15513,2021-11-25 22:55:00,Amu Delhi,Abs.. all well?,0
15514,2021-11-25 22:55:00,Amu Delhi,Coming at night or staying there?,0
15515,2021-11-25 23:42:00,Abhishek,"Ams, sleeping here only",0
15517,2021-11-25 23:47:00,Amu Delhi,Tc,0
15518,2021-11-26 15:08:00,Amu Delhi,This message was deleted,0
15519,2021-11-26 17:19:00,Abhishek,Mil gayi Asmita?,0
15520,2021-11-27 08:50:00,Amu Delhi,<Media omitted>,0
15521,2021-11-28 11:27:00,Abhishek,Chay  🍵,0
15522,2021-11-28 11:27:00,Amu Delhi,Green chai,0
15523,2021-11-28 11:27:00,Amu Delhi,?,0
15524,2021-11-28 11:28:00,Abhishek,No 😳,0
15525,2021-11-28 14:48:00,Amu Delhi,<Media omitted>,0
15526,2021-11-28 14:48:00,Amu Delhi,<Media omitted>,0
15527,2021-11-28 14:48:00,Amu Delhi,<Media omitted>,0
15528,2021-11-28 14:49:00,Amu Delhi,<Media omitted>,0
15529,2021-11-28 18:30:00,Abhishek,In gym,0
15530,2021-11-29 10:22:00,Amu Delhi,Baabu,0
15531,2021-11-29 10:23:00,Amu Delhi,Wakie wakie,0
15532,2021-11-29 19:09:00,Abhishek,Whiskey pee rahe hain 😀😂,0
15533,2021-11-29 19:09:00,Abhishek,Papa tumhare 😆,0
15534,2021-11-29 19:19:00,Amu Delhi,Haan...kya hi karein 😀,0
15535,2021-11-29 19:19:00,Amu Delhi,Unhone aate hi spot kar liya tha wahan pe blackdog,0
15536,2021-11-29 19:20:00,Abhishek,🙃,0
15537,2021-11-29 19:20:00,Amu Delhi,1 ya 2 hi drinks lete hai wo.. phir kha ke so jayenge 😂,0
15538,2021-11-29 19:20:00,Amu Delhi,Don't mind 😝,0
15540,2021-11-29 19:20:00,Amu Delhi,😊🥰,0
15542,2021-11-29 19:24:00,Amu Delhi,Unka toh koi plan nai hai na to have it with friends or to give to somone,0
15543,2021-11-29 19:24:00,Amu Delhi,Maine kaha ki in that case naya le aayenge.. u have,0
15544,2021-11-30 16:25:00,Abhishek,Chay 🍵,0
15545,2021-11-30 16:26:00,Amu Delhi,10 mins.. dad ko uber me bitha rahi hu,0
15547,2021-11-30 21:51:00,Amu Delhi,Shushrita Time.vcf (file attached),0
15548,2021-12-01 07:22:00,Amu Delhi,Boarded,0
15549,2021-12-01 10:07:00,Amu Delhi,Landed,0
15551,2021-12-01 11:59:00,Amu Delhi,Checking in to hotel 😎,0
15553,2021-12-01 12:15:00,Abhishek,Aaram karo aaj,0
15555,2021-12-01 20:24:00,Amu Delhi,<Media omitted>,0
15556,2021-12-01 20:24:00,Amu Delhi,Mere group me job hai US me.. the hiring manager is my friend 😀,0
15560,2021-12-01 20:31:00,Amu Delhi,Gym bhi kiya,0
15562,2021-12-02 04:30:00,Abhishek,Haan bui. So gaya tha,0
15565,2021-12-02 11:05:00,Abhishek,Milk nahi aaya aaj?,0
15566,2021-12-02 11:33:00,Amu Delhi,Subah subah 6 aata hai.. koi le Gaya hoga,0
15567,2021-12-02 11:33:00,Amu Delhi,Balaji store se mangwa lo,0
15568,2021-12-02 11:33:00,Amu Delhi,Aur bed deliver ho gaya hai,0
15569,2021-12-02 11:34:00,Abhishek,Haan,0
15570,2021-12-02 12:57:00,Amu Delhi,Papa bahot bore kar rahe hai 😭😭,0
15571,2021-12-02 12:58:00,Amu Delhi,Faltu topic nikal ke continuously bolte rehte hai.. ab 10mins se lecture de rahe hai how Amazon and Flipkart guys mess up with order packaging,0
15572,2021-12-02 20:30:00,Abhishek,Kya ams,0
15573,2021-12-02 20:30:00,Abhishek,Aa gaye wapas hotel,0
15574,2021-12-02 20:56:00,Amu Delhi,Babu,0
15575,2021-12-02 20:56:00,Amu Delhi,Abhi just aaye,0
15578,2021-12-02 23:24:00,Amu Delhi,Bahot thakku ho gaya jaani,0
15579,2021-12-02 23:24:00,Amu Delhi,Sleeping now,0
15580,2021-12-02 23:25:00,Abhishek,Haan ams,0
15581,2021-12-02 23:25:00,Abhishek,Gunni,0
15582,2021-12-02 23:25:00,Amu Delhi,Gunni,0
15583,2021-12-02 23:25:00,Amu Delhi,Mamta ko bata diya na ki kal nai aana hai,0
15584,2021-12-02 23:25:00,Abhishek,Mai Chetan ke yaha aa gaya tha,0
15587,2021-12-02 23:25:00,Abhishek,Oh bhul gaya. Tum ping kar do 😭,0
15588,2021-12-02 23:25:00,Amu Delhi,Main subah call kar dungi use,0
15593,2021-12-02 23:26:00,Amu Delhi,See u tomorrow meri Jaan,0
15595,2021-12-03 05:28:00,Amu Delhi,https://youtu.be/iwdPbQwZujY,0
15597,2021-12-03 08:33:00,Amu Delhi,Good morning babu,0
15598,2021-12-03 08:33:00,Amu Delhi,At kolkata airport,0
15601,2021-12-03 10:35:00,Amu Delhi,Boarded,0
15603,2021-12-03 12:54:00,Amu Delhi,Landed,0
15604,2021-12-03 20:45:00,Abhishek,Boo,0
15605,2021-12-03 21:02:00,Amu Delhi,Boooo boooo,0
15606,2021-12-03 21:03:00,Amu Delhi,<Media omitted>,0
15607,2021-12-03 21:03:00,Amu Delhi,<Media omitted>,0
15608,2021-12-04 14:42:00,Abhishek,790189,0
15609,2021-12-04 14:55:00,Amu Delhi,<Media omitted>,0
15610,2021-12-04 17:49:00,Abhishek,Aa jao ams,0
15611,2021-12-04 17:57:00,Amu Delhi,Bas abhi aayi.. on the way,0
15613,2021-12-04 18:17:00,Abhishek,Cyber hub chhodo ams. Drink karne ka mann nahi. Yehi paras me tp karte hain after gym,0
15614,2021-12-05 11:57:00,Abhishek,Boo,0
15615,2021-12-05 11:57:00,Abhishek,Kab tak aaogi,0
15616,2021-12-05 12:12:00,Amu Delhi,Shantanu se Milne aaye hai,0
15617,2021-12-05 12:12:00,Amu Delhi,Be home by 2-2.30,0
15619,2021-12-05 12:23:00,Abhishek,Papa bhi gaye hain kya,0
15620,2021-12-06 15:12:00,Abhishek,<Media omitted>,0
15621,2021-12-06 15:12:00,Abhishek,Mangaya hai kya?,0
15622,2021-12-06 15:13:00,Amu Delhi,Kal ka hai,0
15623,2021-12-06 15:13:00,Amu Delhi,Pay nai ho paaya tha,0
15625,2021-12-06 15:14:00,Abhishek,Paid,0
15627,2021-12-06 15:28:00,Abhishek,Bahar aao na,0
15628,2021-12-06 15:36:00,Amu Delhi,Meeting me hu,0
15629,2021-12-06 15:37:00,Amu Delhi,Asmi ko tattoo karwane ja rahi hu,0
15630,2021-12-06 15:37:00,Amu Delhi,Iske baad,0
15631,2021-12-06 15:37:00,Amu Delhi,Tum chaloge? Galleria?,0
15632,2021-12-06 15:37:00,Amu Delhi,"Wo karwalegi, we will tp",0
15633,2021-12-06 15:39:00,Abhishek,Meeting h 530,0
15634,2021-12-06 15:42:00,Amu Delhi,Hmm,0
15635,2021-12-06 17:20:00,Abhishek,Ams ek baar Pharmacy me cloni puchh lena,0
15637,2021-12-07 10:42:00,Abhishek,Chay,0
15638,2021-12-07 11:16:00,Abhishek,<Media omitted>,0
15639,2021-12-07 16:22:00,Abhishek,Chay,0
15640,2021-12-07 16:23:00,Amu Delhi,5mins bubbu,0
15641,2021-12-07 16:40:00,Abhishek,<Media omitted>,0
15642,2021-12-07 16:40:00,Abhishek,<Media omitted>,0
15643,2021-12-07 16:43:00,Amu Delhi,Cool 👍,0
15644,2021-12-07 16:57:00,Abhishek,Clonazepam,0
15645,2021-12-07 16:57:00,Amu Delhi,Kya bui?,0
15646,2021-12-07 16:57:00,Abhishek,Mil gayi,0
15647,2021-12-07 16:57:00,Amu Delhi,Yay 🥳🥳🥳🥳,0
15648,2021-12-07 20:06:00,Amu Delhi,Coastal reef se Chichek order Karu tum dono ke liye?,0
15649,2021-12-07 20:06:00,Amu Delhi,Chicken gravy aur paratha?,0
15650,2021-12-07 20:06:00,Abhishek,Haan,0
15651,2021-12-07 20:06:00,Amu Delhi,Coolsies,0
15652,2021-12-08 11:33:00,Amu Delhi,+918134084206,0
15653,2021-12-08 12:58:00,Abhishek,<Media omitted>,0
15654,2021-12-08 13:44:00,Abhishek,<Media omitted>,0
15656,2021-12-08 22:43:00,Abhishek,Boo,0
15657,2021-12-08 22:45:00,Amu Delhi,Aayi boo,0
15658,2021-12-09 10:00:00,Abhishek,Ams,0
15659,2021-12-09 10:00:00,Abhishek,Godu karunge,0
15660,2021-12-09 22:58:00,Amu Delhi,<Media omitted>,0
15661,2021-12-10 08:25:00,Amu Delhi,Mera P ka pad main bhul gayi thi subah. Isliye bheja tha maid ko,0
15663,2021-12-10 08:40:00,Abhishek,Haan ams,0
15664,2021-12-10 08:40:00,Abhishek,Security ho gayi?,0
15665,2021-12-10 08:40:00,Amu Delhi,Haan,0
15666,2021-12-10 08:40:00,Amu Delhi,Coffee pi rahe hai,0
15668,2021-12-10 08:40:00,Amu Delhi,T2 pe bheed nai hoti,0
15669,2021-12-10 08:40:00,Amu Delhi,Thenku bubi,0
15671,2021-12-10 08:41:00,Abhishek,Haan ams,0
15672,2021-12-10 09:47:00,Amu Delhi,Boarded for hyd,0
15673,2021-12-10 15:28:00,Amu Delhi,<Media omitted>,0
15674,2021-12-10 15:29:00,Abhishek,Bdai ama,0
15675,2021-12-10 15:29:00,Abhishek,Enjoy,0
15676,2021-12-10 15:29:00,Abhishek,Bdia,0
15677,2021-12-10 16:22:00,Amu Delhi,On the way to sangli now,0
15678,2021-12-10 16:22:00,Amu Delhi,Battery low hai,0
15680,2021-12-10 16:22:00,Amu Delhi,Will call u at night,0
15681,2021-12-10 16:22:00,Amu Delhi,Bui kaisa hai mera?,0
15682,2021-12-10 16:22:00,Abhishek,Sahi hu ams,0
15683,2021-12-10 16:22:00,Amu Delhi,Yay,0
15685,2021-12-10 16:22:00,Abhishek,Aaj kafi kaam ho gaya 😂,0
15686,2021-12-10 16:23:00,Amu Delhi,This is ur most important task for ur vacation... Take good care of my bui,0
15688,2021-12-10 16:23:00,Amu Delhi,👏🏻👏🏻🥳🥳,0
15689,2021-12-10 16:23:00,Abhishek,Haan amy,0
15690,2021-12-10 16:23:00,Amu Delhi,Phoduu,0
15692,2021-12-10 16:23:00,Abhishek,Chalo mom se baat karna hai,0
15693,2021-12-10 17:31:00,Abhishek,Ams khane ka mana kar do,0
15694,2021-12-10 17:31:00,Abhishek,Bahar se mangaunge,0
15695,2021-12-10 18:20:00,Abhishek,Bol diya ama,0
15696,2021-12-10 18:20:00,Abhishek,Chalo you take rest,0
15697,2021-12-10 18:23:00,Amu Delhi,Reached home bui,0
15698,2021-12-10 18:24:00,Amu Delhi,Yo feeling chill,0
15699,2021-12-10 18:25:00,Amu Delhi,Aarya season 2 aa gaya hai hotstar pe,0
15700,2021-12-10 18:36:00,Abhishek,Haan,0
15701,2021-12-10 20:44:00,Amu Delhi,Maasi aur pooja bhi aa gaye 😀,0
15702,2021-12-10 20:44:00,Amu Delhi,Surprise,0
15703,2021-12-10 20:44:00,Amu Delhi,Full on masti chal raha hai,0
15704,2021-12-10 20:44:00,Abhishek,Sahi,0
15705,2021-12-10 20:44:00,Abhishek,Rohit bhi aa raha hai abhi,0
15706,2021-12-10 20:44:00,Amu Delhi,Kya baat hai!,0
15707,2021-12-10 20:44:00,Amu Delhi,U too enjoyy,0
15708,2021-12-10 20:45:00,Abhishek,Haan ams,0
15709,2021-12-10 23:10:00,Amu Delhi,Gunni,0
15711,2021-12-11 10:17:00,Abhishek,"Amu, safai wali ko bol do aane ke liye",0
15712,2021-12-11 10:17:00,Abhishek,Abhi tak shayad aayi nahi,0
15713,2021-12-11 10:18:00,Abhishek,Aa gayi,0
15714,2021-12-11 10:45:00,Amu Delhi,👍🏻,0
15715,2021-12-11 10:46:00,Amu Delhi,Good morning bui,0
15716,2021-12-11 10:55:00,Amu Delhi,<Media omitted>,0
15717,2021-12-11 10:56:00,Amu Delhi,<Media omitted>,0
15718,2021-12-11 10:56:00,Amu Delhi,<Media omitted>,0
15719,2021-12-11 10:57:00,Amu Delhi,+919716871087,0
15720,2021-12-11 10:57:00,Amu Delhi,Pavan from aggarwal,0
15722,2021-12-11 10:57:00,Abhishek,Mai niche jaun ya wo call karega??,0
15723,2021-12-11 10:57:00,Amu Delhi,8000 ka payment hai.. I will pay online. Let me know when. Or I will send u the link,0
15724,2021-12-11 10:58:00,Amu Delhi,Abhi gate se aa jayega entry ka notic,0
15725,2021-12-11 10:58:00,Amu Delhi,Tab jaana,0
15728,2021-12-11 10:58:00,Amu Delhi,My bui,0
15729,2021-12-11 10:58:00,Abhishek,Aa gaya gate pe wo,0
15731,2021-12-11 10:59:00,Amu Delhi,Let me know when packed.. I will pay,0
15732,2021-12-11 10:59:00,Abhishek,Link bhej do mujhe bhi,0
15734,2021-12-11 11:00:00,Amu Delhi,Fwd ed u an email,0
15736,2021-12-11 11:08:00,Abhishek,Id bhejna,0
15737,2021-12-11 11:09:00,Amu Delhi,<Media omitted>,0
15738,2021-12-11 11:09:00,Amu Delhi,<Media omitted>,0
15739,2021-12-11 11:10:00,Abhishek,Addres bhi ping kardo,0
15740,2021-12-11 11:11:00,Amu Delhi,"Visava Bungalow,",0
15741,2021-12-11 11:12:00,Amu Delhi,This message was deleted,0
15742,2021-12-11 11:12:00,Amu Delhi,Phone number ek mera daal do 9971868564,0
15743,2021-12-11 11:14:00,Abhishek,http://www.securepay.agarwalpackers.com/mrprint.html?mreqvl=ARVHR212204827,0
15744,2021-12-11 11:15:00,Amu Delhi,Main kar du?,0
15745,2021-12-11 11:15:00,Abhishek,Kar diya,0
15746,2021-12-11 11:15:00,Amu Delhi,Oh okie 😘,0
15747,2021-12-11 11:15:00,Amu Delhi,Thank u bui,0
15748,2021-12-11 11:15:00,Abhishek,Email be receipt aaya hoga wo bhejo,0
15749,2021-12-11 11:16:00,Amu Delhi,<Media omitted>,0
15750,2021-12-11 11:24:00,Abhishek,Ho gaya ams,0
15752,2021-12-11 11:28:00,Amu Delhi,Bui is the best,0
15753,2021-12-11 15:56:00,Amu Delhi,Bui man,0
15754,2021-12-12 13:14:00,Amu Delhi,Bui uth gaya kya?,0
15755,2021-12-12 13:14:00,Amu Delhi,Aaj safai wali nai aayegi,0
15756,2021-12-12 13:15:00,Amu Delhi,Main aaj 11.30 baje utha 😎😎😎,0
15757,2021-12-12 13:19:00,Abhishek,Haans ams. Lunch kar lia,0
15758,2021-12-12 13:19:00,Abhishek,Abhi phir sone ka rHa hu,0
15760,2021-12-12 18:22:00,Abhishek,<Media omitted>,0
15761,2021-12-12 18:23:00,Amu Delhi,Borderline high hai,0
15762,2021-12-12 18:23:00,Amu Delhi,Didi ko poocho,0
15763,2021-12-12 19:45:00,Amu Delhi,All ladies ladies in the house,0
15764,2021-12-12 19:46:00,Amu Delhi,<Media omitted>,0
15765,2021-12-12 20:15:00,Amu Delhi,Maasi ki school friend aayi hai,0
15766,2021-12-12 23:31:00,Amu Delhi,Bui bui,0
15767,2021-12-12 23:31:00,Amu Delhi,Gunni,0
15770,2021-12-13 11:21:00,Amu Delhi,Good morning absy,0
15771,2021-12-13 12:52:00,Amu Delhi,Bui man,0
15772,2021-12-13 12:52:00,Amu Delhi,Call karunge?,0
15773,2021-12-13 12:52:00,Abhishek,Abhi kaam kar raha hu ams,0
15774,2021-12-13 12:52:00,Abhishek,Karta hu,0
15777,2021-12-13 12:53:00,Amu Delhi,<Media omitted>,0
15778,2021-12-13 18:20:00,Amu Delhi,<Media omitted>,0
15779,2021-12-13 18:41:00,Abhishek,Old wali kab ki hai,0
15780,2021-12-13 19:00:00,Amu Delhi,Pune me the shayad tab,0
15781,2021-12-15 10:09:00,Amu Delhi,<Media omitted>,0
15782,2021-12-15 14:58:00,Amu Delhi,<Media omitted>,0
15783,2021-12-15 14:58:00,Amu Delhi,<Media omitted>,0
15784,2021-12-15 14:58:00,Amu Delhi,Naani singing English poems which were taught in her school,0
15785,2021-12-15 14:58:00,Amu Delhi,😎😎,0
15786,2021-12-15 14:59:00,Amu Delhi,Me and asmi at kolhapur airport,0
15789,2021-12-15 17:07:00,Amu Delhi,Landed at hyd abs,0
15792,2021-12-15 18:17:00,Amu Delhi,Meeting?,0
15793,2021-12-15 18:17:00,Amu Delhi,<Media omitted>,0
